sentence,token,position,token_type,analysis_type,pos,dep,full_source_entropy_bits,full_source_surprisal_bits,full_source_topk_entropy_k5_bits,full_source_topk_mass_k5,full_source_entmax_entropy_bits,full_source_entmax_surprisal_bits,full_source_entmax_topk_entropy_k5_bits,full_source_entmax_topk_mass_k5,full_source_entmax_branching_choices,full_bigram_source_entropy_bits,full_bigram_source_surprisal_bits,full_bigram_source_topk_entropy_k5_bits,full_bigram_source_topk_mass_k5,full_bigram_source_entmax_entropy_bits,full_bigram_source_entmax_surprisal_bits,full_bigram_source_entmax_topk_entropy_k5_bits,full_bigram_source_entmax_topk_mass_k5,full_bigram_source_entmax_branching_choices,candidate_idx,target_sentence,full_target_entropy_bits,full_target_surprisal_bits,full_target_topk_entropy_k5_bits,full_target_topk_mass_k5,full_target_entmax_entropy_bits,full_target_entmax_surprisal_bits,full_target_entmax_topk_entropy_k5_bits,full_target_entmax_topk_mass_k5,full_target_entmax_branching_choices,full_bigram_target_entropy_bits,full_bigram_target_surprisal_bits,full_bigram_target_topk_entropy_k5_bits,full_bigram_target_topk_mass_k5,full_bigram_target_entmax_entropy_bits,full_bigram_target_entmax_surprisal_bits,full_bigram_target_entmax_topk_entropy_k5_bits,full_bigram_target_entmax_topk_mass_k5,full_bigram_target_entmax_branching_choices
Na podwórzu bawił się piłką chłopiec. Chłopiec pił wodę z miski.,.,10,target,full,NOUN,pobj,,,,,,,,,,,,,,,,,,,1.0,The boy was playing football in the yard. The boy was drinking water from the bowl.,2.447359323501587,0.17648134419933162,0.07204899191856384,0.8911343812942505,-0.0,-0.0,-0.0,1.0,1.0,2.5087382793426514,0.20152641900940568,0.23528829216957092,0.8951953649520874,-0.0,-0.0,-0.0,1.0,1.0
Na podwórzu bawił się piłką chłopiec. Chłopiec pił wodę z miski.,▁The,11,target,full,NOUN,pobj,,,,,,,,,,,,,,,,,,,1.0,The boy was playing football in the yard. The boy was drinking water from the bowl.,1.3453186750411987,0.1213897977241852,0.22191797196865082,0.9438140988349915,-0.0,-0.0,-0.0,1.0,1.0,6.499319076538086,3.4640497711252065,1.8654899597167969,0.632940948009491,0.8352965712547302,4.058956782985267,0.8352965712547302,1.0,3.0
Na podwórzu bawił się piłką chłopiec. Chłopiec pił wodę z miski.,▁boy,12,target,full,NOUN,pobj,,,,,,,,,,,,,,,,,,,1.0,The boy was playing football in the yard. The boy was drinking water from the bowl.,4.2245330810546875,1.6847516037526666,1.5192909240722656,0.840469479560852,0.9614139795303345,1.377529420792294,0.9614139795303345,1.0,2.0,3.0634007453918457,0.31646379691878923,0.4865442216396332,0.8646076321601868,-0.0,-0.0,-0.0,1.0,1.0
Na podwórzu bawił się piłką chłopiec. Chłopiec pił wodę z miski.,▁was,13,target,full,NOUN,pobj,,,,,,,,,,,,,,,,,,,1.0,The boy was playing football in the yard. The boy was drinking water from the bowl.,4.517897605895996,18.079893883581317,1.1222089529037476,0.8134489059448242,0.017758572474122047,20.0,0.017758572474122047,1.0,2.0,5.738114833831787,1.609416811164622,1.8338531255722046,0.7590234279632568,1.4348539113998413,0.8467058946575754,1.4348539113998413,1.0,3.0
Na podwórzu bawił się piłką chłopiec. Chłopiec pił wodę z miski.,▁drink,14,target,full,NOUN,pobj,,,,,,,,,,,,,,,,,,,1.0,The boy was playing football in the yard. The boy was drinking water from the bowl.,4.486417770385742,19.494652657220147,1.555735468864441,0.8271095156669617,0.850143551826477,20.0,0.850143551826477,1.0,2.0,1.2286224365234375,0.09950738268223754,0.13052694499492645,0.9468322992324829,-0.0,-0.0,-0.0,1.0,1.0
Na podwórzu bawił się piłką chłopiec. Chłopiec pił wodę z miski.,ing,15,target,full,NOUN,pobj,,,,,,,,,,,,,,,,,,,1.0,The boy was playing football in the yard. The boy was drinking water from the bowl.,4.524526596069336,9.805695062319158,1.568937063217163,0.8252024054527283,0.8830097913742065,20.0,0.8830097913742065,1.0,2.0,2.4907777309417725,0.1789237194562707,0.06981480866670609,0.8900991082191467,-0.0,-0.0,-0.0,1.0,1.0
Na podwórzu bawił się piłką chłopiec. Chłopiec pił wodę z miski.,▁water,16,target,full,NOUN,pobj,,,,,,,,,,,,,,,,,,,1.0,The boy was playing football in the yard. The boy was drinking water from the bowl.,3.5527877807617188,0.581176502203467,1.0340192317962646,0.8632636070251465,0.2799561619758606,0.07171233042645565,0.27995601296424866,0.9999999403953552,2.0,3.669691562652588,0.39209856995822717,0.5271484851837158,0.8251106142997742,-0.0,-0.0,-0.0,1.0,1.0
Na podwórzu bawił się piłką chłopiec. Chłopiec pił wodę z miski.,▁from,17,target,full,NOUN,pobj,,,,,,,,,,,,,,,,,,,1.0,The boy was playing football in the yard. The boy was drinking water from the bowl.,3.497223377227783,1.3807776567339556,1.2430381774902344,0.8871647119522095,0.986284613609314,1.2136891874768578,0.986284613609314,1.0,2.0,3.851609230041504,0.5674193609775136,1.0362942218780518,0.8520961999893188,0.026503508910536766,0.0038285939243611084,0.026503339409828186,0.9999999403953552,2.0
Na podwórzu bawił się piłką chłopiec. Chłopiec pił wodę z miski.,▁the,18,target,full,NOUN,pobj,,,,,,,,,,,,,,,,,,,1.0,The boy was playing football in the yard. The boy was drinking water from the bowl.,1.3574533462524414,0.16195879626845508,0.36085084080696106,0.9376518726348877,-0.0,-0.0,-0.0,1.0,1.0,3.8041279315948486,1.374694037479443,1.75425386428833,0.8881518840789795,1.4055663347244263,0.8887546233113077,1.4055663347244263,1.0000001192092896,3.0
Na podwórzu bawił się piłką chłopiec. Chłopiec pił wodę z miski.,▁bowl,19,target,full,NOUN,pobj,,,,,,,,,,,,,,,,,,,1.0,The boy was playing football in the yard. The boy was drinking water from the bowl.,2.264573097229004,0.17047690257976622,0.15031975507736206,0.9041029810905457,-0.0,-0.0,-0.0,1.0,1.0,0.5414563417434692,0.05665556337821015,0.1664380133152008,0.9800927639007568,-0.0,-0.0,-0.0,1.0,1.0
Na podwórzu bawił się piłką chłopiec. Chłopiec pił wodę z miski.,.,20,target,full,NOUN,pobj,,,,,,,,,,,,,,,,,,,1.0,The boy was playing football in the yard. The boy was drinking water from the bowl.,2.447359323501587,0.17648134419933162,0.07204899191856384,0.8911343812942505,-0.0,-0.0,-0.0,1.0,1.0,2.5087382793426514,0.20152641900940568,0.23528829216957092,0.8951953649520874,-0.0,-0.0,-0.0,1.0,1.0
Na podwórzu bawił się piłką chłopiec. Chłopiec pił wodę z miski.,</s>,21,target,full,SPECIAL,SPECIAL,,,,,,,,,,,,,,,,,,,1.0,The boy was playing football in the yard. The boy was drinking water from the bowl.,1.1679590940475464,23.66508489406842,0.3273673951625824,0.9489350914955139,-0.0,20.0,-0.0,1.0,1.0,3.306516647338867,0.6878025421860442,0.9275361895561218,0.8851396441459656,0.7347689270973206,0.3337258201995233,0.7347688674926758,0.9999999403953552,2.0
Na podwórzu bawił się piłką chłopiec. Chłopiec pił wodę z miski.,<pad>,22,target,full,NOUN,pobj,,,,,,,,,,,,,,,,,,,1.0,The boy was playing football in the yard. The boy was drinking water from the bowl.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
Na podwórzu bawił się piłką chłopiec. Chłopiec pił wodę z miski.,<pad>,23,target,full,NOUN,pobj,,,,,,,,,,,,,,,,,,,1.0,The boy was playing football in the yard. The boy was drinking water from the bowl.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
Na podwórzu bawił się piłką chłopiec. Chłopiec pił wodę z miski.,</s>,0,target,full,SPECIAL,SPECIAL,,,,,,,,,,,,,,,,,,,2.0,A boy was playing football in the yard. The boy was drinking water from a bowl.,3.4066214561462402,21.204694832957216,1.147386074066162,0.8884547352790833,0.8777521848678589,20.0,0.8777521848678589,1.0,2.0,3.3552231788635254,0.7126859663459049,0.9405297040939331,0.883001446723938,0.7628887891769409,0.36122262282446005,0.7628887891769409,1.0,2.0
Na podwórzu bawił się piłką chłopiec. Chłopiec pił wodę z miski.,en_XX,1,target,full,SPECIAL,SPECIAL,,,,,,,,,,,,,,,,,,,2.0,A boy was playing football in the yard. The boy was drinking water from a bowl.,4.706930160522461,2.395447336464537,1.8650932312011719,0.8108847141265869,1.5082052946090698,2.387351488585255,1.5082052946090698,1.0,3.0,11.950155258178711,30.972349588333785,2.137906551361084,0.246146559715271,1.5087016820907593,20.0,1.5087018013000488,0.9999999403953552,5.0
Na podwórzu bawił się piłką chłopiec. Chłopiec pił wodę z miski.,▁A,2,target,full,DET,det,,,,,,,,,,,,,,,,,,,2.0,A boy was playing football in the yard. The boy was drinking water from a bowl.,1.7319048643112183,0.18196068741375696,0.375072181224823,0.9262953996658325,-0.0,-0.0,-0.0,1.0,1.0,3.3417255878448486,4.552922955323282,1.1759212017059326,0.8668785691261292,-0.0,20.0,-0.0,1.0,1.0
Na podwórzu bawił się piłką chłopiec. Chłopiec pił wodę z miski.,▁boy,3,target,full,NOUN,nsubj,,,,,,,,,,,,,,,,,,,2.0,A boy was playing football in the yard. The boy was drinking water from a bowl.,4.176233291625977,1.7170124262560602,1.5028018951416016,0.8424086570739746,0.9490914344787598,1.442386489776612,0.9490913152694702,0.9999999403953552,2.0,0.9646610617637634,0.08034357509549486,0.14931058883666992,0.9613120555877686,-0.0,-0.0,-0.0,1.0,1.0
Na podwórzu bawił się piłką chłopiec. Chłopiec pił wodę z miski.,▁was,4,target,full,AUX,aux,,,,,,,,,,,,,,,,,,,2.0,A boy was playing football in the yard. The boy was drinking water from a bowl.,4.185120582580566,7.905287458209803,1.3419572114944458,0.8286694288253784,0.7569890022277832,20.0,0.7569890022277832,1.0,2.0,5.575726509094238,1.8713206013489279,1.8908106088638306,0.7725802063941956,1.5435374975204468,1.2516299247756228,1.5435374975204468,0.9999998807907104,3.0
Na podwórzu bawił się piłką chłopiec. Chłopiec pił wodę z miski.,▁playing,5,target,full,VERB,ROOT,,,,,,,,,,,,,,,,,,,2.0,A boy was playing football in the yard. The boy was drinking water from a bowl.,3.766432523727417,12.698867374723948,1.109719157218933,0.8576620221138,0.7877763509750366,20.0,0.7877764105796814,1.0000001192092896,2.0,6.114447593688965,0.855824585354109,0.8378815650939941,0.6403719186782837,-0.0,-0.0,-0.0,1.0,1.0
Na podwórzu bawił się piłką chłopiec. Chłopiec pił wodę z miski.,▁football,6,target,full,NOUN,dobj,,,,,,,,,,,,,,,,,,,2.0,A boy was playing football in the yard. The boy was drinking water from a bowl.,1.5076935291290283,17.55094319185435,0.35684460401535034,0.9395194053649902,-0.0,20.0,-0.0,1.0,1.0,4.436697006225586,1.8709807007846155,1.9547498226165771,0.7902958393096924,1.5341267585754395,1.2610364228629174,1.534126877784729,1.0000001192092896,3.0
Na podwórzu bawił się piłką chłopiec. Chłopiec pił wodę z miski.,▁in,7,target,full,ADP,prep,,,,,,,,,,,,,,,,,,,2.0,A boy was playing football in the yard. The boy was drinking water from a bowl.,7.375465393066406,11.462420061774122,1.6623560190200806,0.5947233438491821,1.0190918445587158,20.0,1.0190919637680054,1.0000001192092896,3.0,2.590143918991089,0.3124907181983147,0.6217544078826904,0.8995915055274963,-0.0,-0.0,-0.0,1.0,1.0
Na podwórzu bawił się piłką chłopiec. Chłopiec pił wodę z miski.,▁the,8,target,full,DET,det,,,,,,,,,,,,,,,,,,,2.0,A boy was playing football in the yard. The boy was drinking water from a bowl.,2.040483236312866,0.41281536117202644,0.9117507934570312,0.9329797029495239,0.17025670409202576,0.03697341783310856,0.17025670409202576,1.0,2.0,2.9399633407592773,0.2858387661223068,0.4313662052154541,0.8787573575973511,-0.0,-0.0,-0.0,1.0,1.0
Na podwórzu bawił się piłką chłopiec. Chłopiec pił wodę z miski.,▁yard,9,target,full,NOUN,pobj,,,,,,,,,,,,,,,,,,,2.0,A boy was playing football in the yard. The boy was drinking water from a bowl.,3.316969633102417,0.40786293940997315,0.7991427183151245,0.8762483596801758,-0.0,-0.0,-0.0,1.0,1.0,2.450847625732422,0.32312793619668223,0.6601616144180298,0.8930355906486511,-0.0,-0.0,-0.0,1.0,1.0
Na podwórzu bawił się piłką chłopiec. Chłopiec pił wodę z miski.,.,10,target,full,NOUN,pobj,,,,,,,,,,,,,,,,,,,2.0,A boy was playing football in the yard. The boy was drinking water from a bowl.,2.478996992111206,0.17988542445574823,0.07674222439527512,0.8895291090011597,-0.0,-0.0,-0.0,1.0,1.0,2.486217975616455,0.19407619179674296,0.1886332780122757,0.8946226835250854,-0.0,-0.0,-0.0,1.0,1.0
Na podwórzu bawił się piłką chłopiec. Chłopiec pił wodę z miski.,▁The,11,target,full,NOUN,pobj,,,,,,,,,,,,,,,,,,,2.0,A boy was playing football in the yard. The boy was drinking water from a bowl.,1.2066045999526978,0.10960990892974502,0.21804179251194,0.9510689973831177,-0.0,-0.0,-0.0,1.0,1.0,6.904226779937744,3.8834991346627543,1.9378297328948975,0.573939859867096,0.9358986616134644,5.311736562709074,0.9358986020088196,1.0,4.0
Na podwórzu bawił się piłką chłopiec. Chłopiec pił wodę z miski.,▁boy,12,target,full,NOUN,pobj,,,,,,,,,,,,,,,,,,,2.0,A boy was playing football in the yard. The boy was drinking water from a bowl.,4.176233291625977,1.7170124262560602,1.5028018951416016,0.8424086570739746,0.9490914344787598,1.442386489776612,0.9490913152694702,0.9999999403953552,2.0,0.9646610617637634,0.08034357509549486,0.14931058883666992,0.9613120555877686,-0.0,-0.0,-0.0,1.0,1.0
Na podwórzu bawił się piłką chłopiec. Chłopiec pił wodę z miski.,▁was,13,target,full,NOUN,pobj,,,,,,,,,,,,,,,,,,,2.0,A boy was playing football in the yard. The boy was drinking water from a bowl.,4.185120582580566,7.905287458209803,1.3419572114944458,0.8286694288253784,0.7569890022277832,20.0,0.7569890022277832,1.0,2.0,5.575726509094238,1.8713206013489279,1.8908106088638306,0.7725802063941956,1.5435374975204468,1.2516299247756228,1.5435374975204468,0.9999998807907104,3.0
Na podwórzu bawił się piłką chłopiec. Chłopiec pił wodę z miski.,▁drink,14,target,full,NOUN,pobj,,,,,,,,,,,,,,,,,,,2.0,A boy was playing football in the yard. The boy was drinking water from a bowl.,1.1978285312652588,22.109972349916443,0.21271675825119019,0.952044665813446,-0.0,20.0,-0.0,1.0,1.0,1.125454306602478,0.08962781851418351,0.11338294297456741,0.9510328769683838,-0.0,-0.0,-0.0,1.0,1.0
Na podwórzu bawił się piłką chłopiec. Chłopiec pił wodę z miski.,ing,15,target,full,NOUN,pobj,,,,,,,,,,,,,,,,,,,2.0,A boy was playing football in the yard. The boy was drinking water from a bowl.,4.04798698425293,0.5447482933249215,0.8693124055862427,0.8222357034683228,-0.0,-0.0,-0.0,1.0,1.0,2.4218997955322266,0.17259264915354103,0.06251300871372223,0.8931811451911926,-0.0,-0.0,-0.0,1.0,1.0
Na podwórzu bawił się piłką chłopiec. Chłopiec pił wodę z miski.,▁water,16,target,full,NOUN,pobj,,,,,,,,,,,,,,,,,,,2.0,A boy was playing football in the yard. The boy was drinking water from a bowl.,3.536752223968506,0.5816458898770699,1.0267804861068726,0.8638169765472412,0.2961575984954834,0.07752302762185673,0.2961575984954834,1.0,2.0,3.5441179275512695,0.3766582135751822,0.5154058933258057,0.8316675424575806,-0.0,-0.0,-0.0,1.0,1.0
Na podwórzu bawił się piłką chłopiec. Chłopiec pił wodę z miski.,▁from,17,target,full,NOUN,pobj,,,,,,,,,,,,,,,,,,,2.0,A boy was playing football in the yard. The boy was drinking water from a bowl.,3.363539695739746,0.8067240126884878,1.182805061340332,0.8917062878608704,0.8214162588119507,0.4275921253073671,0.8214162588119507,1.0,2.0,3.795304775238037,0.551926556701633,1.0103205442428589,0.8542605638504028,0.020359015092253685,0.002815004858138399,0.020359015092253685,1.0,2.0
Na podwórzu bawił się piłką chłopiec. Chłopiec pił wodę z miski.,▁a,18,target,full,NOUN,pobj,,,,,,,,,,,,,,,,,,,2.0,A boy was playing football in the yard. The boy was drinking water from a bowl.,2.512960910797119,20.20999750041251,0.08320316672325134,0.8879604339599609,-0.0,20.0,-0.0,1.0,1.0,3.758430242538452,1.621509200026736,1.7378394603729248,0.8912704586982727,1.2700499296188354,1.2518826135718168,1.270050048828125,0.9999999403953552,3.0
Na podwórzu bawił się piłką chłopiec. Chłopiec pił wodę z miski.,▁bowl,19,target,full,NOUN,pobj,,,,,,,,,,,,,,,,,,,2.0,A boy was playing football in the yard. The boy was drinking water from a bowl.,2.1760897636413574,0.15412389816523944,0.07317672669887543,0.9050604701042175,-0.0,-0.0,-0.0,1.0,1.0,0.48945116996765137,0.0505948401302076,0.15052080154418945,0.9817519783973694,-0.0,-0.0,-0.0,1.0,1.0
Na podwórzu bawił się piłką chłopiec. Chłopiec pił wodę z miski.,.,20,target,full,NOUN,pobj,,,,,,,,,,,,,,,,,,,2.0,A boy was playing football in the yard. The boy was drinking water from a bowl.,2.478996992111206,0.17988542445574823,0.07674222439527512,0.8895291090011597,-0.0,-0.0,-0.0,1.0,1.0,2.486217975616455,0.19407619179674296,0.1886332780122757,0.8946226835250854,-0.0,-0.0,-0.0,1.0,1.0
Na podwórzu bawił się piłką chłopiec. Chłopiec pił wodę z miski.,</s>,21,target,full,SPECIAL,SPECIAL,,,,,,,,,,,,,,,,,,,2.0,A boy was playing football in the yard. The boy was drinking water from a bowl.,3.4066214561462402,21.204694832957216,1.147386074066162,0.8884547352790833,0.8777521848678589,20.0,0.8777521848678589,1.0,2.0,3.3552231788635254,0.7126859663459049,0.9405297040939331,0.883001446723938,0.7628887891769409,0.36122262282446005,0.7628887891769409,1.0,2.0
Na podwórzu bawił się piłką chłopiec. Chłopiec pił wodę z miski.,<pad>,22,target,full,NOUN,pobj,,,,,,,,,,,,,,,,,,,2.0,A boy was playing football in the yard. The boy was drinking water from a bowl.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
Na podwórzu bawił się piłką chłopiec. Chłopiec pił wodę z miski.,<pad>,23,target,full,NOUN,pobj,,,,,,,,,,,,,,,,,,,2.0,A boy was playing football in the yard. The boy was drinking water from a bowl.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
Na podwórzu bawił się piłką chłopiec. Chłopiec pił wodę z miski.,</s>,0,target,full,SPECIAL,SPECIAL,,,,,,,,,,,,,,,,,,,3.0,The boy was playing ball in the yard. The boy was drinking water from a bowl.,3.31801176071167,21.25697026476119,1.1642916202545166,0.8938747644424438,0.9570580124855042,20.0,0.9570580124855042,1.0,2.0,3.3125336170196533,0.6644590325728098,0.9125659465789795,0.88372802734375,0.6972500085830688,0.300432523979898,0.6972500085830688,1.0,2.0
Na podwórzu bawił się piłką chłopiec. Chłopiec pił wodę z miski.,en_XX,1,target,full,SPECIAL,SPECIAL,,,,,,,,,,,,,,,,,,,3.0,The boy was playing ball in the yard. The boy was drinking water from a bowl.,4.706932067871094,1.7431313730523557,1.8650932312011719,0.8108851909637451,1.5082052946090698,1.1846952815918617,1.5082052946090698,1.0,3.0,11.950155258178711,30.972349588333785,2.137906551361084,0.246146559715271,1.5087016820907593,20.0,1.5087018013000488,0.9999999403953552,5.0
Na podwórzu bawił się piłką chłopiec. Chłopiec pił wodę z miski.,▁The,2,target,full,DET,det,,,,,,,,,,,,,,,,,,,3.0,The boy was playing ball in the yard. The boy was drinking water from a bowl.,1.762210488319397,14.309295521974198,0.4301832318305969,0.9298089146614075,-0.0,20.0,-0.0,1.0,1.0,6.502134799957275,3.3676479481680555,1.913515567779541,0.6378530263900757,0.9685842990875244,3.7270465046389463,0.9685841202735901,0.9999999403953552,3.0
Na podwórzu bawił się piłką chłopiec. Chłopiec pił wodę z miski.,▁boy,3,target,full,NOUN,nsubj,,,,,,,,,,,,,,,,,,,3.0,The boy was playing ball in the yard. The boy was drinking water from a bowl.,2.707129716873169,16.686707978703307,0.4142976403236389,0.8910390734672546,-0.0,20.0,-0.0,1.0,1.0,2.8463425636291504,0.2862481995980453,0.43949204683303833,0.8749014735221863,-0.0,-0.0,-0.0,1.0,1.0
Na podwórzu bawił się piłką chłopiec. Chłopiec pił wodę z miski.,▁was,4,target,full,AUX,aux,,,,,,,,,,,,,,,,,,,3.0,The boy was playing ball in the yard. The boy was drinking water from a bowl.,1.8284324407577515,0.16079284735555635,0.1558292955160141,0.9097444415092468,-0.0,-0.0,-0.0,1.0,1.0,5.674115180969238,1.4961964578863614,1.8021998405456543,0.7633506059646606,1.340528964996338,0.7033076580759196,1.340528964996338,1.0,3.0
Na podwórzu bawił się piłką chłopiec. Chłopiec pił wodę z miski.,▁playing,5,target,full,VERB,ROOT,,,,,,,,,,,,,,,,,,,3.0,The boy was playing ball in the yard. The boy was drinking water from a bowl.,1.737060308456421,11.875557275457256,0.41004884243011475,0.9312211871147156,-0.0,20.0,-0.0,1.0,1.0,8.018611907958984,1.2279461411135182,0.9909850358963013,0.5137709379196167,-0.0,-0.0,-0.0,1.0,1.0
Na podwórzu bawił się piłką chłopiec. Chłopiec pił wodę z miski.,▁ball,6,target,full,NOUN,dobj,,,,,,,,,,,,,,,,,,,3.0,The boy was playing ball in the yard. The boy was drinking water from a bowl.,2.4947919845581055,0.27067249215447664,0.48520535230636597,0.8936838507652283,-0.0,-0.0,-0.0,1.0,1.0,4.682638645172119,2.224991613349245,2.0340566635131836,0.7799382209777832,1.5797063112258911,1.7681388401136344,1.5797061920166016,1.0,3.0
Na podwórzu bawił się piłką chłopiec. Chłopiec pił wodę z miski.,▁in,7,target,full,ADP,prep,,,,,,,,,,,,,,,,,,,3.0,The boy was playing ball in the yard. The boy was drinking water from a bowl.,4.865205764770508,13.773934630234082,1.617570161819458,0.7798742651939392,0.6307635307312012,20.0,0.6307635307312012,1.0,3.0,2.908846139907837,0.3732726408169546,0.7263391017913818,0.8879210948944092,-0.0,-0.0,-0.0,1.0,1.0
Na podwórzu bawił się piłką chłopiec. Chłopiec pił wodę z miski.,▁the,8,target,full,DET,det,,,,,,,,,,,,,,,,,,,3.0,The boy was playing ball in the yard. The boy was drinking water from a bowl.,1.9998958110809326,0.4127597256272896,0.9122402667999268,0.9355149865150452,0.18814703822135925,0.0421038206715645,0.18814703822135925,1.0,2.0,2.9214184284210205,0.2795790159472684,0.3926571309566498,0.8788162469863892,-0.0,-0.0,-0.0,1.0,1.0
Na podwórzu bawił się piłką chłopiec. Chłopiec pił wodę z miski.,▁yard,9,target,full,NOUN,pobj,,,,,,,,,,,,,,,,,,,3.0,The boy was playing ball in the yard. The boy was drinking water from a bowl.,5.138151168823242,6.821730577494279,2.094041347503662,0.7526381611824036,1.3280874490737915,20.0,1.328087329864502,0.9999998211860657,5.0,1.7886863946914673,0.2488565349384817,0.5868951678276062,0.930974006652832,-0.0,-0.0,-0.0,1.0,1.0
Na podwórzu bawił się piłką chłopiec. Chłopiec pił wodę z miski.,.,10,target,full,NOUN,pobj,,,,,,,,,,,,,,,,,,,3.0,The boy was playing ball in the yard. The boy was drinking water from a bowl.,2.500314712524414,0.18249936523100807,0.08277985453605652,0.8885485529899597,-0.0,-0.0,-0.0,1.0,1.0,2.456477403640747,0.19064203587406556,0.1817799061536789,0.8958459496498108,-0.0,-0.0,-0.0,1.0,1.0
Na podwórzu bawił się piłką chłopiec. Chłopiec pił wodę z miski.,▁The,11,target,full,NOUN,pobj,,,,,,,,,,,,,,,,,,,3.0,The boy was playing ball in the yard. The boy was drinking water from a bowl.,1.762210488319397,14.309295521974198,0.4301832318305969,0.9298089146614075,-0.0,20.0,-0.0,1.0,1.0,6.502134799957275,3.3676479481680555,1.913515567779541,0.6378530263900757,0.9685842990875244,3.7270465046389463,0.9685841202735901,0.9999999403953552,3.0
Na podwórzu bawił się piłką chłopiec. Chłopiec pił wodę z miski.,▁boy,12,target,full,NOUN,pobj,,,,,,,,,,,,,,,,,,,3.0,The boy was playing ball in the yard. The boy was drinking water from a bowl.,2.707129716873169,16.686707978703307,0.4142976403236389,0.8910390734672546,-0.0,20.0,-0.0,1.0,1.0,2.8463425636291504,0.2862481995980453,0.43949204683303833,0.8749014735221863,-0.0,-0.0,-0.0,1.0,1.0
Na podwórzu bawił się piłką chłopiec. Chłopiec pił wodę z miski.,▁was,13,target,full,NOUN,pobj,,,,,,,,,,,,,,,,,,,3.0,The boy was playing ball in the yard. The boy was drinking water from a bowl.,1.8284324407577515,0.16079284735555635,0.1558292955160141,0.9097444415092468,-0.0,-0.0,-0.0,1.0,1.0,5.674115180969238,1.4961964578863614,1.8021998405456543,0.7633506059646606,1.340528964996338,0.7033076580759196,1.340528964996338,1.0,3.0
Na podwórzu bawił się piłką chłopiec. Chłopiec pił wodę z miski.,▁drink,14,target,full,NOUN,pobj,,,,,,,,,,,,,,,,,,,3.0,The boy was playing ball in the yard. The boy was drinking water from a bowl.,3.453707218170166,15.251318527264528,0.9671809673309326,0.8678683042526245,0.338187038898468,20.0,0.338187038898468,1.0,2.0,1.152620553970337,0.09214818114386066,0.11734919250011444,0.9499653577804565,-0.0,-0.0,-0.0,1.0,1.0
Na podwórzu bawił się piłką chłopiec. Chłopiec pił wodę z miski.,ing,15,target,full,NOUN,pobj,,,,,,,,,,,,,,,,,,,3.0,The boy was playing ball in the yard. The boy was drinking water from a bowl.,3.4895200729370117,12.279906701239705,1.2420315742492676,0.8876605033874512,0.9947011470794678,20.0,0.994701087474823,0.9999999403953552,2.0,2.442852020263672,0.17462114143300778,0.06615975499153137,0.8923989534378052,-0.0,-0.0,-0.0,1.0,1.0
Na podwórzu bawił się piłką chłopiec. Chłopiec pił wodę z miski.,▁water,16,target,full,NOUN,pobj,,,,,,,,,,,,,,,,,,,3.0,The boy was playing ball in the yard. The boy was drinking water from a bowl.,3.9115114212036133,4.274561760272085,1.3888230323791504,0.8508995771408081,0.9556452035903931,20.0,0.9556452035903931,1.0,2.0,3.6341910362243652,0.38274285098976385,0.5048544406890869,0.8264122009277344,-0.0,-0.0,-0.0,1.0,1.0
Na podwórzu bawił się piłką chłopiec. Chłopiec pił wodę z miski.,▁from,17,target,full,NOUN,pobj,,,,,,,,,,,,,,,,,,,3.0,The boy was playing ball in the yard. The boy was drinking water from a bowl.,2.2046875953674316,15.02594984334986,0.07460856437683105,0.9036267995834351,-0.0,20.0,-0.0,1.0,1.0,3.919273614883423,0.6223725590835032,1.1259315013885498,0.8522320985794067,0.16923323273658752,0.03668619040181813,0.16923323273658752,1.0,2.0
Na podwórzu bawił się piłką chłopiec. Chłopiec pił wodę z miski.,▁a,18,target,full,NOUN,pobj,,,,,,,,,,,,,,,,,,,3.0,The boy was playing ball in the yard. The boy was drinking water from a bowl.,2.5448310375213623,20.089403104662352,0.08840234577655792,0.8863403797149658,-0.0,20.0,-0.0,1.0,1.0,3.8110194206237793,1.8418996268079595,1.7287569046020508,0.888273298740387,1.2275457382202148,1.5873223979119395,1.2275457382202148,0.9999998807907104,3.0
Na podwórzu bawił się piłką chłopiec. Chłopiec pił wodę z miski.,▁bowl,19,target,full,NOUN,pobj,,,,,,,,,,,,,,,,,,,3.0,The boy was playing ball in the yard. The boy was drinking water from a bowl.,2.171041965484619,0.15376617078659713,0.07305479794740677,0.9052722454071045,-0.0,-0.0,-0.0,1.0,1.0,0.48122167587280273,0.0500010177755965,0.15295033156871796,0.9824352860450745,-0.0,-0.0,-0.0,1.0,1.0
Na podwórzu bawił się piłką chłopiec. Chłopiec pił wodę z miski.,.,20,target,full,NOUN,pobj,,,,,,,,,,,,,,,,,,,3.0,The boy was playing ball in the yard. The boy was drinking water from a bowl.,2.500314712524414,0.18249936523100807,0.08277985453605652,0.8885485529899597,-0.0,-0.0,-0.0,1.0,1.0,2.456477403640747,0.19064203587406556,0.1817799061536789,0.8958459496498108,-0.0,-0.0,-0.0,1.0,1.0
