sentence,token,position,token_type,analysis_type,pos,dep,conditional_source_entropy_bits,conditional_source_surprisal_bits,conditional_source_topk_entropy_k5_bits,conditional_source_topk_mass_k5,conditional_source_entmax_entropy_bits,conditional_source_entmax_surprisal_bits,conditional_source_entmax_topk_entropy_k5_bits,conditional_source_entmax_topk_mass_k5,conditional_source_entmax_branching_choices,conditional_bigram_source_entropy_bits,conditional_bigram_source_surprisal_bits,conditional_bigram_source_topk_entropy_k5_bits,conditional_bigram_source_topk_mass_k5,conditional_bigram_source_entmax_entropy_bits,conditional_bigram_source_entmax_surprisal_bits,conditional_bigram_source_entmax_topk_entropy_k5_bits,conditional_bigram_source_entmax_topk_mass_k5,conditional_bigram_source_entmax_branching_choices,candidate_idx,target_sentence,conditional_target_entropy_bits,conditional_target_surprisal_bits,conditional_target_topk_entropy_k5_bits,conditional_target_topk_mass_k5,conditional_target_entmax_entropy_bits,conditional_target_entmax_surprisal_bits,conditional_target_entmax_topk_entropy_k5_bits,conditional_target_entmax_topk_mass_k5,conditional_target_entmax_branching_choices,conditional_bigram_target_entropy_bits,conditional_bigram_target_surprisal_bits,conditional_bigram_target_topk_entropy_k5_bits,conditional_bigram_target_topk_mass_k5,conditional_bigram_target_entmax_entropy_bits,conditional_bigram_target_entmax_surprisal_bits,conditional_bigram_target_entmax_topk_entropy_k5_bits,conditional_bigram_target_entmax_topk_mass_k5,conditional_bigram_target_entmax_branching_choices
Na podwórzu bawił się piłką chłopiec. Piłkę chłopiec dał kotu.,<pad>,19,target,conditional,NOUN,dobj,,,,,,,,,,,,,,,,,,,4.0,In the yard the boy was playing football. The boy gave the ball to the cat.,9.45482063293457,19.240700392819356,0.10151419043540955,0.5257274508476257,-0.0,20.0,-0.0,1.0,1.0,,,,,,,,,
Na podwórzu bawił się piłką chłopiec. Piłkę chłopiec dał kotu.,<pad>,20,target,conditional,NOUN,dobj,,,,,,,,,,,,,,,,,,,4.0,In the yard the boy was playing football. The boy gave the ball to the cat.,9.45482063293457,19.240700392819356,0.10151419043540955,0.5257274508476257,-0.0,20.0,-0.0,1.0,1.0,,,,,,,,,
Na podwórzu bawił się piłką chłopiec. Piłkę chłopiec dał kotu.,▁In,0,target,conditional,ADP,prep,,,,,,,,,,,,,,,,,,,5.0,In the yard a boy was playing with a ball. The boy gave the ball to the cat.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0016305446624756,0.498917371467082,0.9698380827903748,0.8698911666870117,0.001881858566775918,0.00018936532591714604,0.001881858566775918,1.0,2.0
Na podwórzu bawił się piłką chłopiec. Piłkę chłopiec dał kotu.,▁the,1,target,conditional,DET,det,,,,,,,,,,,,,,,,,,,5.0,In the yard a boy was playing with a ball. The boy gave the ball to the cat.,7.285755157470703,7.057663137108994,2.065380573272705,0.5884652137756348,1.4875599145889282,20.0,1.4875597953796387,1.0000001192092896,4.0,3.526179075241089,0.5488252428098381,1.063680648803711,0.8784346580505371,0.02674163319170475,0.0038689453693247443,0.02674146369099617,0.9999999403953552,2.0
Na podwórzu bawił się piłką chłopiec. Piłkę chłopiec dał kotu.,▁yard,2,target,conditional,NOUN,pobj,,,,,,,,,,,,,,,,,,,5.0,In the yard a boy was playing with a ball. The boy gave the ball to the cat.,12.675434112548828,15.563120108334457,1.972599983215332,0.2766191363334656,1.0055999755859375,20.0,1.0055999755859375,1.0,4.0,2.339700698852539,0.3216372370527593,0.6821346282958984,0.9012307524681091,-0.0,-0.0,-0.0,1.0,1.0
Na podwórzu bawił się piłką chłopiec. Piłkę chłopiec dał kotu.,▁a,3,target,conditional,DET,det,,,,,,,,,,,,,,,,,,,5.0,In the yard a boy was playing with a ball. The boy gave the ball to the cat.,11.622061729431152,8.632698705000443,2.2126245498657227,0.3099483847618103,1.8688156604766846,20.0,1.8688156604766846,1.0,4.0,4.874448776245117,1.7559901710058297,2.013075828552246,0.8212716579437256,1.4568901062011719,1.0882961497031491,1.4568901062011719,0.9999999403953552,3.0
Na podwórzu bawił się piłką chłopiec. Piłkę chłopiec dał kotu.,▁boy,4,target,conditional,NOUN,nsubj,,,,,,,,,,,,,,,,,,,5.0,In the yard a boy was playing with a ball. The boy gave the ball to the cat.,3.7993078231811523,17.487658341563165,0.41752395033836365,0.817685604095459,-0.0,20.0,-0.0,1.0,1.0,2.770458459854126,0.38026226449104933,0.6809561848640442,0.8895848989486694,0.000206832803087309,1.6682413585763893e-05,0.000206832803087309,1.0,2.0
Na podwórzu bawił się piłką chłopiec. Piłkę chłopiec dał kotu.,▁was,5,target,conditional,AUX,aux,,,,,,,,,,,,,,,,,,,5.0,In the yard a boy was playing with a ball. The boy gave the ball to the cat.,11.717573165893555,19.42384173041235,2.0007495880126953,0.22485262155532837,0.9916884899139404,20.0,0.9904613494873047,0.9999143481254578,7.0,6.6373515129089355,2.744612624980131,1.76053786277771,0.6652843356132507,1.31307053565979,2.5607832869496896,1.31307053565979,0.9999997615814209,3.0
Na podwórzu bawił się piłką chłopiec. Piłkę chłopiec dał kotu.,▁playing,6,target,conditional,VERB,ROOT,,,,,,,,,,,,,,,,,,,5.0,In the yard a boy was playing with a ball. The boy gave the ball to the cat.,10.11683464050293,14.663717919885427,2.1240904331207275,0.3771139681339264,1.4565966129302979,20.0,1.4565966129302979,1.0000001192092896,5.0,8.430078506469727,1.2508135960708398,0.9733316898345947,0.508694589138031,-0.0,-0.0,-0.0,1.0,1.0
Na podwórzu bawił się piłką chłopiec. Piłkę chłopiec dał kotu.,▁with,7,target,conditional,ADP,prep,,,,,,,,,,,,,,,,,,,5.0,In the yard a boy was playing with a ball. The boy gave the ball to the cat.,8.031205177307129,14.385951169933499,1.9063920974731445,0.5885636210441589,1.5740554332733154,20.0,1.5740554332733154,1.0,3.0,4.3697123527526855,0.9623164874761759,1.5270953178405762,0.7941686511039734,0.5343565344810486,0.18728848787948135,0.5343565344810486,1.0,2.0
Na podwórzu bawił się piłką chłopiec. Piłkę chłopiec dał kotu.,▁a,8,target,conditional,DET,det,,,,,,,,,,,,,,,,,,,5.0,In the yard a boy was playing with a ball. The boy gave the ball to the cat.,11.622061729431152,8.632698705000443,2.2126245498657227,0.3099483847618103,1.8688156604766846,20.0,1.8688156604766846,1.0,4.0,4.874448776245117,1.7559901710058297,2.013075828552246,0.8212716579437256,1.4568901062011719,1.0882961497031491,1.4568901062011719,0.9999999403953552,3.0
Na podwórzu bawił się piłką chłopiec. Piłkę chłopiec dał kotu.,▁ball,9,target,conditional,NOUN,pobj,,,,,,,,,,,,,,,,,,,5.0,In the yard a boy was playing with a ball. The boy gave the ball to the cat.,12.691237449645996,15.98932933979386,1.5796639919281006,0.28844153881073,0.5069426894187927,20.0,0.5069425702095032,0.9999998807907104,3.0,4.356082916259766,0.41660671951115225,0.388215571641922,0.790800929069519,-0.0,-0.0,-0.0,1.0,1.0
Na podwórzu bawił się piłką chłopiec. Piłkę chłopiec dał kotu.,.,10,target,conditional,NOUN,pobj,,,,,,,,,,,,,,,,,,,5.0,In the yard a boy was playing with a ball. The boy gave the ball to the cat.,12.915952682495117,8.745783322124513,2.1961421966552734,0.1325589418411255,1.8964334726333618,20.0,1.749821424484253,0.9756218791007996,7.0,2.277472496032715,0.16629242493977672,0.11561932414770126,0.9024509787559509,-0.0,-0.0,-0.0,1.0,1.0
Na podwórzu bawił się piłką chłopiec. Piłkę chłopiec dał kotu.,▁The,11,target,conditional,NOUN,pobj,,,,,,,,,,,,,,,,,,,5.0,In the yard a boy was playing with a ball. The boy gave the ball to the cat.,3.8987889289855957,13.942580666432274,0.8951817750930786,0.8317631483078003,0.20709937810897827,20.0,0.20709937810897827,1.0,2.0,5.516359329223633,4.389108079704692,1.581121563911438,0.7395412921905518,0.9053053855895996,20.0,0.9053053855895996,1.0,2.0
Na podwórzu bawił się piłką chłopiec. Piłkę chłopiec dał kotu.,▁boy,12,target,conditional,NOUN,pobj,,,,,,,,,,,,,,,,,,,5.0,In the yard a boy was playing with a ball. The boy gave the ball to the cat.,3.7993078231811523,17.487658341563165,0.41752395033836365,0.817685604095459,-0.0,20.0,-0.0,1.0,1.0,2.770458459854126,0.38026226449104933,0.6809561848640442,0.8895848989486694,0.000206832803087309,1.6682413585763893e-05,0.000206832803087309,1.0,2.0
Na podwórzu bawił się piłką chłopiec. Piłkę chłopiec dał kotu.,▁gave,13,target,conditional,NOUN,pobj,,,,,,,,,,,,,,,,,,,5.0,In the yard a boy was playing with a ball. The boy gave the ball to the cat.,10.475835800170898,20.088544738215823,1.3739962577819824,0.34319400787353516,0.04888075962662697,20.0,0.04888075962662697,1.0,2.0,5.341639518737793,0.8719554751028511,1.1556901931762695,0.7028317451477051,0.01010702271014452,0.0012567945385539851,0.010106852278113365,0.9999999403953552,2.0
Na podwórzu bawił się piłką chłopiec. Piłkę chłopiec dał kotu.,▁the,14,target,conditional,NOUN,pobj,,,,,,,,,,,,,,,,,,,5.0,In the yard a boy was playing with a ball. The boy gave the ball to the cat.,7.285755157470703,7.057663137108994,2.065380573272705,0.5884652137756348,1.4875599145889282,20.0,1.4875597953796387,1.0000001192092896,4.0,3.526179075241089,0.5488252428098381,1.063680648803711,0.8784346580505371,0.02674163319170475,0.0038689453693247443,0.02674146369099617,0.9999999403953552,2.0
Na podwórzu bawił się piłką chłopiec. Piłkę chłopiec dał kotu.,▁ball,15,target,conditional,NOUN,pobj,,,,,,,,,,,,,,,,,,,5.0,In the yard a boy was playing with a ball. The boy gave the ball to the cat.,12.691237449645996,15.98932933979386,1.5796639919281006,0.28844153881073,0.5069426894187927,20.0,0.5069425702095032,0.9999998807907104,3.0,4.356082916259766,0.41660671951115225,0.388215571641922,0.790800929069519,-0.0,-0.0,-0.0,1.0,1.0
Na podwórzu bawił się piłką chłopiec. Piłkę chłopiec dał kotu.,▁to,16,target,conditional,PUNCT,punct,,,,,,,,,,,,,,,,,,,5.0,In the yard a boy was playing with a ball. The boy gave the ball to the cat.,12.444319725036621,8.285495896016421,2.2035937309265137,0.16328246891498566,1.85953688621521,20.0,1.85953688621521,1.0000001192092896,4.0,2.185044288635254,0.20045097660856007,0.29826170206069946,0.9105721116065979,-0.0,-0.0,-0.0,1.0,1.0
Na podwórzu bawił się piłką chłopiec. Piłkę chłopiec dał kotu.,▁the,17,target,conditional,PUNCT,punct,,,,,,,,,,,,,,,,,,,5.0,In the yard a boy was playing with a ball. The boy gave the ball to the cat.,7.285755157470703,7.057663137108994,2.065380573272705,0.5884652137756348,1.4875599145889282,20.0,1.4875597953796387,1.0000001192092896,4.0,3.526179075241089,0.5488252428098381,1.063680648803711,0.8784346580505371,0.02674163319170475,0.0038689453693247443,0.02674146369099617,0.9999999403953552,2.0
Na podwórzu bawił się piłką chłopiec. Piłkę chłopiec dał kotu.,▁cat,18,target,conditional,PUNCT,punct,,,,,,,,,,,,,,,,,,,5.0,In the yard a boy was playing with a ball. The boy gave the ball to the cat.,9.872186660766602,14.33903365086385,0.7188236713409424,0.4809223711490631,-0.0,20.0,-0.0,1.0,1.0,1.4056782722473145,0.11338706490876278,0.13838449120521545,0.939267098903656,-0.0,-0.0,-0.0,1.0,1.0
Na podwórzu bawił się piłką chłopiec. Piłkę chłopiec dał kotu.,.,19,target,conditional,PUNCT,punct,,,,,,,,,,,,,,,,,,,5.0,In the yard a boy was playing with a ball. The boy gave the ball to the cat.,12.915952682495117,8.745783322124513,2.1961421966552734,0.1325589418411255,1.8964334726333618,20.0,1.749821424484253,0.9756218791007996,7.0,2.277472496032715,0.16629242493977672,0.11561932414770126,0.9024509787559509,-0.0,-0.0,-0.0,1.0,1.0
Na podwórzu bawił się piłką chłopiec. Piłkę chłopiec dał kotu.,▁In,0,target,conditional,ADP,prep,,,,,,,,,,,,,,,,,,,6.0,In the yard the boy had fun with the ball. The boy gave it to the cat.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0016326904296875,0.4989184651373638,0.9698396325111389,0.8698912262916565,0.0018830158514901996,0.00018953733115385004,0.001882844022475183,0.9999999403953552,2.0
Na podwórzu bawił się piłką chłopiec. Piłkę chłopiec dał kotu.,▁the,1,target,conditional,DET,det,,,,,,,,,,,,,,,,,,,6.0,In the yard the boy had fun with the ball. The boy gave it to the cat.,6.992883205413818,6.832132307129871,1.749300479888916,0.5872512459754944,0.8559366464614868,20.0,0.8559366464614868,1.0,2.0,3.1007442474365234,0.3596269592008079,0.5988509058952332,0.8804857134819031,-0.0,-0.0,-0.0,1.0,1.0
Na podwórzu bawił się piłką chłopiec. Piłkę chłopiec dał kotu.,▁yard,2,target,conditional,NOUN,pobj,,,,,,,,,,,,,,,,,,,6.0,In the yard the boy had fun with the ball. The boy gave it to the cat.,12.675434112548828,15.563120108334457,1.972599983215332,0.2766191363334656,1.0055999755859375,20.0,1.0055999755859375,1.0,4.0,2.3396902084350586,0.3216360549108715,0.6821341514587402,0.9012313485145569,-0.0,-0.0,-0.0,1.0,1.0
Na podwórzu bawił się piłką chłopiec. Piłkę chłopiec dał kotu.,▁the,3,target,conditional,DET,det,,,,,,,,,,,,,,,,,,,6.0,In the yard the boy had fun with the ball. The boy gave it to the cat.,6.992883205413818,6.832132307129871,1.749300479888916,0.5872512459754944,0.8559366464614868,20.0,0.8559366464614868,1.0,2.0,3.1007442474365234,0.3596269592008079,0.5988509058952332,0.8804857134819031,-0.0,-0.0,-0.0,1.0,1.0
Na podwórzu bawił się piłką chłopiec. Piłkę chłopiec dał kotu.,▁boy,4,target,conditional,NOUN,nsubj,,,,,,,,,,,,,,,,,,,6.0,In the yard the boy had fun with the ball. The boy gave it to the cat.,3.6605634689331055,17.42252841284857,0.40636831521987915,0.826123058795929,-0.0,20.0,-0.0,1.0,1.0,1.2914131879806519,0.10801100393121121,0.16712327301502228,0.9461861252784729,-0.0,-0.0,-0.0,1.0,1.0
Na podwórzu bawił się piłką chłopiec. Piłkę chłopiec dał kotu.,▁had,5,target,conditional,VERB,ROOT,,,,,,,,,,,,,,,,,,,6.0,In the yard the boy had fun with the ball. The boy gave it to the cat.,12.598876953125,21.246574402873552,2.022844076156616,0.16245824098587036,1.1281697750091553,20.0,1.1147894859313965,0.9986416697502136,6.0,5.4490437507629395,1.2064779517595454,1.6122117042541504,0.7517911195755005,0.8789092302322388,0.3552215076073013,0.8789092898368835,1.0000001192092896,3.0
Na podwórzu bawił się piłką chłopiec. Piłkę chłopiec dał kotu.,▁fun,6,target,conditional,NOUN,dobj,,,,,,,,,,,,,,,,,,,6.0,In the yard the boy had fun with the ball. The boy gave it to the cat.,10.636885643005371,11.620967416303214,2.2088851928710938,0.2911835312843323,1.8025041818618774,20.0,1.802504062652588,1.0000001192092896,5.0,7.101513862609863,1.8795086601124644,1.8740941286087036,0.6483397483825684,1.042176604270935,0.8507476552555754,1.042176604270935,1.0,3.0
Na podwórzu bawił się piłką chłopiec. Piłkę chłopiec dał kotu.,▁with,7,target,conditional,ADP,prep,,,,,,,,,,,,,,,,,,,6.0,In the yard the boy had fun with the ball. The boy gave it to the cat.,8.813041687011719,12.019496216574048,1.950775146484375,0.4718581736087799,1.1634668111801147,20.0,1.1634666919708252,0.9999998807907104,4.0,3.151639223098755,0.43981004374790805,0.7566241025924683,0.8761106729507446,0.061678774654865265,0.01044152685038109,0.061678774654865265,1.0,2.0
Na podwórzu bawił się piłką chłopiec. Piłkę chłopiec dał kotu.,▁the,8,target,conditional,DET,det,,,,,,,,,,,,,,,,,,,6.0,In the yard the boy had fun with the ball. The boy gave it to the cat.,6.992883205413818,6.832132307129871,1.749300479888916,0.5872512459754944,0.8559366464614868,20.0,0.8559366464614868,1.0,2.0,3.1007442474365234,0.3596269592008079,0.5988509058952332,0.8804857134819031,-0.0,-0.0,-0.0,1.0,1.0
Na podwórzu bawił się piłką chłopiec. Piłkę chłopiec dał kotu.,▁ball,9,target,conditional,NOUN,pobj,,,,,,,,,,,,,,,,,,,6.0,In the yard the boy had fun with the ball. The boy gave it to the cat.,8.533180236816406,15.373007795138475,0.5721248388290405,0.5582699179649353,-0.0,20.0,-0.0,1.0,1.0,3.941183090209961,0.744281421800429,1.011439323425293,0.8304830193519592,0.638209879398346,0.2543519337907063,0.638209879398346,1.0,2.0
Na podwórzu bawił się piłką chłopiec. Piłkę chłopiec dał kotu.,.,10,target,conditional,NOUN,pobj,,,,,,,,,,,,,,,,,,,6.0,In the yard the boy had fun with the ball. The boy gave it to the cat.,13.104876518249512,8.726362168903057,2.263627767562866,0.1166018694639206,2.2310609817504883,20.0,2.0267648696899414,0.9516447186470032,8.0,2.2595362663269043,0.1666907228871595,0.1273968517780304,0.903784453868866,-0.0,-0.0,-0.0,1.0,1.0
Na podwórzu bawił się piłką chłopiec. Piłkę chłopiec dał kotu.,▁The,11,target,conditional,NOUN,pobj,,,,,,,,,,,,,,,,,,,6.0,In the yard the boy had fun with the ball. The boy gave it to the cat.,4.093723297119141,13.08195368699214,0.8501721620559692,0.8153892159461975,0.09782890975475311,20.0,0.09782890975475311,1.0,2.0,4.74261474609375,2.04642287124341,1.1873780488967896,0.7940455675125122,0.799194872379303,2.0438646738755613,0.7991947531700134,0.9999999403953552,2.0
Na podwórzu bawił się piłką chłopiec. Piłkę chłopiec dał kotu.,▁boy,12,target,conditional,NOUN,pobj,,,,,,,,,,,,,,,,,,,6.0,In the yard the boy had fun with the ball. The boy gave it to the cat.,3.6605634689331055,17.42252841284857,0.40636831521987915,0.826123058795929,-0.0,20.0,-0.0,1.0,1.0,1.2914131879806519,0.10801100393121121,0.16712327301502228,0.9461861252784729,-0.0,-0.0,-0.0,1.0,1.0
Na podwórzu bawił się piłką chłopiec. Piłkę chłopiec dał kotu.,▁gave,13,target,conditional,NOUN,pobj,,,,,,,,,,,,,,,,,,,6.0,In the yard the boy had fun with the ball. The boy gave it to the cat.,10.934160232543945,19.80657119505307,1.6585352420806885,0.3176669776439667,0.42238178849220276,20.0,0.4223816692829132,0.9999999403953552,3.0,4.004584789276123,0.4888638637650467,0.6026283502578735,0.7859797477722168,-0.0,-0.0,-0.0,1.0,1.0
Na podwórzu bawił się piłką chłopiec. Piłkę chłopiec dał kotu.,▁it,14,target,conditional,NOUN,pobj,,,,,,,,,,,,,,,,,,,6.0,In the yard the boy had fun with the ball. The boy gave it to the cat.,7.808259010314941,10.445128041429689,2.066957473754883,0.5213488340377808,1.492299199104309,20.0,1.4922990798950195,1.0,4.0,3.6488590240478516,2.3017725628057755,1.0559275150299072,0.8673409819602966,0.5682898759841919,2.8997638850543246,0.5682898759841919,1.0,2.0
Na podwórzu bawił się piłką chłopiec. Piłkę chłopiec dał kotu.,▁to,15,target,conditional,NOUN,pobj,,,,,,,,,,,,,,,,,,,6.0,In the yard the boy had fun with the ball. The boy gave it to the cat.,5.705533981323242,2.553370745368498,1.032362699508667,0.7278741598129272,0.5599076151847839,2.9334374266777523,0.5599076151847839,1.0,2.0,1.9514248371124268,0.1448129989041121,0.11685092747211456,0.9156153798103333,-0.0,-0.0,-0.0,1.0,1.0
Na podwórzu bawił się piłką chłopiec. Piłkę chłopiec dał kotu.,▁the,16,target,conditional,NOUN,pobj,,,,,,,,,,,,,,,,,,,6.0,In the yard the boy had fun with the ball. The boy gave it to the cat.,6.992883205413818,6.832132307129871,1.749300479888916,0.5872512459754944,0.8559366464614868,20.0,0.8559366464614868,1.0,2.0,3.1007442474365234,0.3596269592008079,0.5988509058952332,0.8804857134819031,-0.0,-0.0,-0.0,1.0,1.0
Na podwórzu bawił się piłką chłopiec. Piłkę chłopiec dał kotu.,▁cat,17,target,conditional,NOUN,pobj,,,,,,,,,,,,,,,,,,,6.0,In the yard the boy had fun with the ball. The boy gave it to the cat.,9.727611541748047,14.633019523823753,0.7420259714126587,0.4907013177871704,-0.0,20.0,-0.0,1.0,1.0,1.8148267269134521,0.15582467484024176,0.20201966166496277,0.9213115572929382,-0.0,-0.0,-0.0,1.0,1.0
Na podwórzu bawił się piłką chłopiec. Piłkę chłopiec dał kotu.,.,18,target,conditional,NOUN,pobj,,,,,,,,,,,,,,,,,,,6.0,In the yard the boy had fun with the ball. The boy gave it to the cat.,13.104876518249512,8.726362168903057,2.263627767562866,0.1166018694639206,2.2310609817504883,20.0,2.0267648696899414,0.9516447186470032,8.0,2.2595362663269043,0.1666907228871595,0.1273968517780304,0.903784453868866,-0.0,-0.0,-0.0,1.0,1.0
Na podwórzu bawił się piłką chłopiec. Piłkę chłopiec dał kotu.,</s>,19,target,conditional,SPECIAL,SPECIAL,,,,,,,,,,,,,,,,,,,6.0,In the yard the boy had fun with the ball. The boy gave it to the cat.,3.950704336166382,2.708479793014943,0.8040671944618225,0.8320696949958801,0.307833194732666,4.180816579151763,0.3078330159187317,0.9999999403953552,2.0,2.712346315383911,0.2333140969618145,0.26795801520347595,0.884301483631134,-0.0,-0.0,-0.0,1.0,1.0
Na podwórzu bawił się piłką chłopiec. Piłkę chłopiec dał kotu.,<pad>,20,target,conditional,NOUN,pobj,,,,,,,,,,,,,,,,,,,6.0,In the yard the boy had fun with the ball. The boy gave it to the cat.,3.7456541061401367,21.066824982789193,0.11598359048366547,0.8151835203170776,-0.0,20.0,-0.0,1.0,1.0,,,,,,,,,
Na podwórzu bawił się piłką chłopiec. Piłkę chłopiec dał kotu.,▁In,0,target,conditional,ADP,prep,,,,,,,,,,,,,,,,,,,7.0,In the yard a boy was playing football. The boy gave the ball to the cat.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0016326904296875,0.4989184651373638,0.9698396325111389,0.8698912262916565,0.0018830158514901996,0.00018953733115385004,0.001882844022475183,0.9999999403953552,2.0
Na podwórzu bawił się piłką chłopiec. Piłkę chłopiec dał kotu.,▁the,1,target,conditional,DET,det,,,,,,,,,,,,,,,,,,,7.0,In the yard a boy was playing football. The boy gave the ball to the cat.,7.580534934997559,7.366534771572211,1.9293217658996582,0.571101188659668,1.0304034948349,20.0,1.0304033756256104,0.9999999403953552,3.0,3.330927848815918,0.45506397616952643,0.8763864636421204,0.879854679107666,0.0027752709574997425,0.00029205610077678607,0.002775099128484726,0.9999999403953552,2.0
Na podwórzu bawił się piłką chłopiec. Piłkę chłopiec dał kotu.,▁yard,2,target,conditional,NOUN,pobj,,,,,,,,,,,,,,,,,,,7.0,In the yard a boy was playing football. The boy gave the ball to the cat.,12.675434112548828,15.563120108334457,1.972599983215332,0.2766191363334656,1.0055999755859375,20.0,1.0055999755859375,1.0,4.0,2.3396902084350586,0.3216360549108715,0.6821341514587402,0.9012313485145569,-0.0,-0.0,-0.0,1.0,1.0
Na podwórzu bawił się piłką chłopiec. Piłkę chłopiec dał kotu.,▁a,3,target,conditional,DET,det,,,,,,,,,,,,,,,,,,,7.0,In the yard a boy was playing football. The boy gave the ball to the cat.,12.776604652404785,12.336404546130156,2.2695531845092773,0.11717274785041809,2.1667373180389404,20.0,2.053753614425659,0.9826785922050476,8.0,6.120880126953125,2.017375747195938,2.0082473754882812,0.673216700553894,1.5207908153533936,1.0702916321549405,1.5207908153533936,0.9999998807907104,3.0
Na podwórzu bawił się piłką chłopiec. Piłkę chłopiec dał kotu.,▁boy,4,target,conditional,NOUN,nsubj,,,,,,,,,,,,,,,,,,,7.0,In the yard a boy was playing football. The boy gave the ball to the cat.,4.2292561531066895,16.682828936949445,0.5798375606536865,0.7912787199020386,-0.0,20.0,-0.0,1.0,1.0,1.4085323810577393,0.12791217934545465,0.2316853255033493,0.9411957263946533,-0.0,-0.0,-0.0,1.0,1.0
Na podwórzu bawił się piłką chłopiec. Piłkę chłopiec dał kotu.,▁was,5,target,conditional,AUX,aux,,,,,,,,,,,,,,,,,,,7.0,In the yard a boy was playing football. The boy gave the ball to the cat.,11.717573165893555,19.42384173041235,2.0007495880126953,0.22485262155532837,0.9916884899139404,20.0,0.9904613494873047,0.9999143481254578,7.0,6.637348175048828,2.744610319693063,1.76053786277771,0.6652845740318298,1.3130719661712646,2.5607794816583263,1.3130719661712646,1.0,3.0
Na podwórzu bawił się piłką chłopiec. Piłkę chłopiec dał kotu.,▁playing,6,target,conditional,VERB,ROOT,,,,,,,,,,,,,,,,,,,7.0,In the yard a boy was playing football. The boy gave the ball to the cat.,10.11683464050293,14.663717919885427,2.1240904331207275,0.3771139681339264,1.4565966129302979,20.0,1.4565966129302979,1.0000001192092896,5.0,8.430059432983398,1.2508086847584716,0.9733292460441589,0.5086959600448608,-0.0,-0.0,-0.0,1.0,1.0
Na podwórzu bawił się piłką chłopiec. Piłkę chłopiec dał kotu.,▁football,7,target,conditional,NOUN,dobj,,,,,,,,,,,,,,,,,,,7.0,In the yard a boy was playing football. The boy gave the ball to the cat.,8.031205177307129,13.740519489124654,1.9063920974731445,0.5885636210441589,1.5740554332733154,20.0,1.5740554332733154,1.0,3.0,4.369728088378906,2.659563489897265,1.5271077156066895,0.7941677570343018,0.5343807935714722,3.037963184890521,0.5343806743621826,0.9999999403953552,2.0
Na podwórzu bawił się piłką chłopiec. Piłkę chłopiec dał kotu.,.,8,target,conditional,NOUN,dobj,,,,,,,,,,,,,,,,,,,7.0,In the yard a boy was playing football. The boy gave the ball to the cat.,12.96990966796875,8.599142056621027,2.2709484100341797,0.12443965673446655,2.0812771320343018,20.0,2.0599472522735596,0.9973058700561523,6.0,2.264563798904419,0.16634511324436868,0.12459540367126465,0.9035573601722717,-0.0,-0.0,-0.0,1.0,1.0
Na podwórzu bawił się piłką chłopiec. Piłkę chłopiec dał kotu.,▁The,9,target,conditional,NOUN,dobj,,,,,,,,,,,,,,,,,,,7.0,In the yard a boy was playing football. The boy gave the ball to the cat.,4.283772945404053,13.90155421372104,1.034639835357666,0.811497151851654,0.24051032960414886,20.0,0.24051032960414886,1.0,2.0,6.183358192443848,4.079614976201036,1.7694425582885742,0.6787715554237366,0.9874542951583862,20.0,0.9874542951583862,1.0000001192092896,2.0
Na podwórzu bawił się piłką chłopiec. Piłkę chłopiec dał kotu.,▁boy,10,target,conditional,NOUN,dobj,,,,,,,,,,,,,,,,,,,7.0,In the yard a boy was playing football. The boy gave the ball to the cat.,4.2292561531066895,16.682828936949445,0.5798375606536865,0.7912787199020386,-0.0,20.0,-0.0,1.0,1.0,1.4085323810577393,0.12791217934545465,0.2316853255033493,0.9411957263946533,-0.0,-0.0,-0.0,1.0,1.0
Na podwórzu bawił się piłką chłopiec. Piłkę chłopiec dał kotu.,▁gave,11,target,conditional,NOUN,dobj,,,,,,,,,,,,,,,,,,,7.0,In the yard a boy was playing football. The boy gave the ball to the cat.,10.364660263061523,19.9385668363285,1.3499677181243896,0.352011114358902,0.07619880139827728,20.0,0.07619863748550415,0.9999999403953552,2.0,5.626712799072266,1.0207805865767625,1.4030215740203857,0.7057121992111206,0.24056105315685272,0.05832718553455934,0.24056120216846466,1.0000001192092896,2.0
Na podwórzu bawił się piłką chłopiec. Piłkę chłopiec dał kotu.,▁the,12,target,conditional,NOUN,dobj,,,,,,,,,,,,,,,,,,,7.0,In the yard a boy was playing football. The boy gave the ball to the cat.,7.580534934997559,7.366534771572211,1.9293217658996582,0.571101188659668,1.0304034948349,20.0,1.0304033756256104,0.9999999403953552,3.0,3.330927848815918,0.45506397616952643,0.8763864636421204,0.879854679107666,0.0027752709574997425,0.00029205610077678607,0.002775099128484726,0.9999999403953552,2.0
Na podwórzu bawił się piłką chłopiec. Piłkę chłopiec dał kotu.,▁ball,13,target,conditional,NOUN,dobj,,,,,,,,,,,,,,,,,,,7.0,In the yard a boy was playing football. The boy gave the ball to the cat.,11.961213111877441,15.817804352634758,1.8023622035980225,0.3245353400707245,1.0414199829101562,20.0,1.0414199829101562,1.0,3.0,9.188272476196289,3.0800196776378783,1.651987075805664,0.528386652469635,0.8491708040237427,2.5022806780800573,0.8491706848144531,0.9999999403953552,3.0
